Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of nership,Industry,Sector,Revenue,Competitors
Business Intelligence Analyst,$52K-$72K (Glassdoor est.),"Everlane is seeking a Business Intelligence Analyst to join our Data Science and Analytics team, where you'll help scale our analytics capabilities by collaborating with stakeholders to produce impactful analyses and insights, strategically building out the reporting ecosystem, and overall help build a better understanding of our customers and product.

Our team is tasked with extracting actionable insights from our data, building predictive data products, and creating self-service analytical tools for teams throughout the company. We use a full-stack set of methodologies and tools to achieve this, taking a data science problem from the initial open ended business question, to the eventual productionization and implementation of a model.

The subject areas that you will impact span the entire company, from helping our Digital Merchandising team build reporting to monitor site performance, to creating key metrics for international.

Your day-to-day
Work with business stakeholders to create metrics and self service reporting around key questions.
Partner with senior leaders to provide business insights.
Build tooling and frameworks that enable quicker iteration on data science problems.
Design and analyze rigorous experiments aimed at understanding customer behavior.
We'd love to hear from you if you have:
BA/BS degree in a quantitative or computing focused degree
1-2 years of experience wrangling and analyzing large datasets to solve open ended business problems
Expertise in SQL extending to knowledge of database design and warehousing concepts
Strong fundamentals in statistics and probability, including formal statistical modeling and experimental design
At Everlane, we're rethinking the way retail works. We have no middlemen taking their cut and no brand markups. Instead, we design our own luxury basics and sell them exclusively at a fraction of the traditional retail price. Since launching in November 2011, Everlane has attracted over 1,300,000 members and has been featured in The New York Times, New York Magazine, The Economist, Elle, and GQ.

Please note before submitting an application: as a company, we take hiring very seriously. Interviewing with Everlane may include video and phone interviews, written projects, and/or on-site interviews. Although we are unable to follow-up with each and every applicant, we do our best to run a thorough process for candidates with whom we identify a potential fit.

Everlane provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity or gender expression.

SDL2017",3.9,"Everlane
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Other Retail Stores,Retail,$5 to $10 million (USD),-1
Business Intelligence Analyst,$59K-$80K (Glassdoor est.),"Position Overview:

The Business Intelligence Analyst will be responsible for the front-end design, implementation & support of our business intelligence solutions (Salesforce and endpoint BI platforms), working closely with business users, corporate technology (IT), and data engineers, and supporting the ongoing development of enterprise-wide BI platform. This position will be involved in various complex business intelligence projects, such as preparing and analyzing key performance metrics, preparing research and analysis for use in the development of business strategies and tactics. This is a visible analytical role that requires interaction and partnership with stakeholders across the business. This position will be providing visualizations and analytics that fit the metrics, the context and the stakeholders, share insights that compel leadership to take action.

*This position can be based out of San Francisco, CA or Wakefield, MA.

Responsibilities:
Lead requirements gathering sessions with business leaders to determine business requirements, priorities, define key performance indicators (KPI); design and develop BI and analytical strategies for best possible solutions to address business needs
Design and develop metrics, reports, analyses from Salesforce and endpoint BI platforms, and drive key business decisions to improve performance and reduce costs
Support business users by answering complex business questions via visualizations and ad-hoc queries
Conduct deep-dive data analysis for business insights and recommendation, support BI team in developing and testing hypotheses
Combine knowledge of statistical methodology and analysis with programming skills to support complex analyses
Investigate KPI variance and automate solutions that help stakeholders diagnose changes in metrics
Contribute to data aggregation strategy for reporting, dashboards, and self-service analytics
Document new and existing models, solutions, and implementations
Train and assist users to transform data into action-oriented information and to use that information
Extend the metadata, such as source-to-target field mappings, known data limitations, and the rationale and definition of each metric
Ensure that collected data is within required quality standards, actively track data quality issues, propose mitigations, and document data proxies
Audit data sources, understand data dependencies, identify data gaps, and propose system changes
Qualifications:

Education:
Bachelor's degree in Computer Science, Mathematics, Statistics, Finance, or related technical field
Master's degree a plus
Experience:
2-4 years of experience in any of these BI roles: data analyst, analytics, data science, data visualization and dashboard creation, statistics, preferably at a technology or biotech/pharma company
Hands-on experience with SaaS financial and integration applications like SFDC, NetSuite, Celigo etc.
Excellent experience with data visualization (PowerBI, Tableau, or other Business Intelligence tools)
Proven track record of making data to tell stories and dashboards to compel actions
Proven experience with a common data science language such as Python or R
Working knowledge and understanding of statistical methodology
Excellent understanding of relational database and data warehousing concepts, high level of experience with SQL
Skills:
Keen attention to detail and bias for action
Excellent organizational skills and proven ability to multi-task
Strong interpersonal skills with ability to work effectively with a wide variety of professionals
Ability to lead BI projects - identify user requirements, write scripts, aggregate and analyze data, craft dashboards/reports
Ability to understand source data, its strengths, weaknesses, semantics and formats
endpoint is an equal opportunities employer AA/M/F/Veteran/Disability.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

#LI-MT",3.8,"endpoint Clinical
3.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,2009,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
Business Intelligence Analyst,-1,"Our Operations team is looking for the first Business Intelligence Analyst who is passionate about data, analytics, and business strategy. You will be the owner of our Business Intelligence infrastructure while working in a highly collaborative environment of data engineers, and business leaders to deliver data solutions for our business needs. You will help the team learn more about our business, teach others in the company about analytics, and improve the use of our data so SendBird can transform into a data-driven organization. You'll be an integral part of providing data-driven insights that guide our company to set the new growth benchmark for B2B SaaS companies.

WHAT YOU WILL DO
Partner with teams across the organization to understand their analytics needs and create dashboards and reporting that allow them to execute more effectively
Work with business leaders to define key metrics and build reporting to monitor and understand performance along those metrics
Build and maintain scalable ETL processes and pipelines to bring the data into our data warehouse
Work directly with internal partners and business/product/design/engineering audiences to understand the reporting needs and develop scalable solutions keeping reusability in mind.
Build, Maintain and administer Looker as our BI tools and be the driving force behind the adoption and effective use of Looker within every team at SendBird
Maintain the data quality and data integrity of the data warehouse in partnership with our Data Engineers/Platform Engineers
Deep dive into large set of data sets to answer business questions, perform ad-hoc analysis
Reconcile data between various systems, find opportunities to innovate, and drive improvements
WHO YOU ARE
Able to thrive in a dynamic and fast-paced environment; intellectually curious; PM skills
Proven track record of collaboration with a variety of decision makers to drive impact
Share a creative approach in developing actionable analysis and guidance
Expert in visualization technologies including Looker, Tableau and/or another BI tool
Strong active listener with solid written and verbal communication skills
EXPERIENCE AND SKILLS
4-5 years of experience with large complex data sets from various sources, ideally with a focus on marketing, sales, or customer acquisition
Knowledge of relational databases or data warehouses (Redshift, PostgreSQL, MySQL, Snowflake etc.)
Confident with a scripting language (Python, Ruby, etc.) to build data models and ETLs
Ability to work cross-functionally, building and maintaining trust with internal stakeholders
Bachelor's degree in Math/Statistics/Engineering or other equivalent quantitative discipline
BENEFITS
Pick your new laptop!
4 weeks PTO!
99.99% Paid Benefits
12 US Paid Holidays
Fun work environment!
Flexible work schedule
Opportunity to work for one of the hottest startups on the planet!
ABOUT SENDBIRD

SendBird is the world's leading chat & messaging platform as a service. Our mission is to digitize human interactions for businesses. Our platform delivers billions of messages per month to help people connect through the products and apps they love.

We're a Y Combinator alumnus (W16) and have raised over $120M from leading investors including ICONIQ Capital, Tiger Global Management, Shasta Ventures, August Capital, and FundersClub. We are headquartered in San Mateo, CA with offices in Seoul, Singapore, London and Bangalore.",4.6,"SendBird
4.6","San Mateo, CA","San Mateo, CA",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Twilio, PubNub, Pusher"
Business Intelligence Analyst,$63K-$88K (Glassdoor est.),"Business Intelligence Analyst


REF#: 34721

CBS BUSINESS UNIT: CBS Interactive

JOB TYPE: Full-Time Staff

JOB SCHEDULE:

JOB LOCATION: San Francisco, CA

ABOUT US:

CBS Interactive is the premier online content network for information and online operations of CBS Corporation as well as some of the top native digital brands in the entertainment industry. Our brands dive deep into the things people care about across entertainment, technology, news, games, business and sports. With over 1 billion users visiting our properties every quarter, we are a global top 10 web property and one of the largest premium content networks online.

Check us out on [1] The Muse, [2] Instagram and [3] YouTube for an inside look into 'Life At CBSi' through employee testimonials, office photos and company updates.

References

Visible links
https://www.themuse.com/companies/cbsinteractive
https://www.instagram.com/cbsinteractive/?hl=en
https://www.youtube.com/channel/UCAvGapyifCtUlmNTagAl_sQ
DESCRIPTION:

Division Overview:

The Business Intelligence team at CBS Interactive works in partnership with business stakeholders, providing actionable insight and recommendations about site and content performance in order to drive user growth, engagement and revenue opportunities. This position will focus primarily on CBS Interactives Tech, Gaming and Entertainment properties, including CNET, ZDNet, Techrepublic, TVGuide and GameSpot among others.

Role Details:

We are in search of a Business Intelligence Analyst who can partner with stakeholders focusing on forecasting and building projections on audience growth across our CNET Media Group properties. The Analyst needs to be comfortable gathering requirements, working with large datasets, querying against multiple databases and/or off-the-shelf analytics packages to arrive at insightful recommendations that will be used to drive KPIs and the budgeting process. In addition, the Analyst needs to be comfortable presenting and defending his/her recommendations at various levels within the organization.

The Analyst will also partner closely with Editorial staff and Finance to ensure reporting needs are met, that projections are validated and revenue optimizations are executed as planned. The Analyst should be proactive in identifying opportunities for analysis and optimization. In addition, the business intelligence Analyst should also be able to understand trends and identify their impact to the business in order to forecast future site and user performance. This position reports to the Senior Director in the Business Intelligence Group.

Your Day-to-Day:
Create, maintain and improve forecasting models
Manage reporting requests from start to finish
Investigate site issues, explain traffic patterns, understand and articulate user behavior
Clearly present findings and recommendations to decision makers at various levels
Proactively work on initiatives to drive the business forward
Lead data-driven analysis projects to help stakeholders make decisions that drive growth of the business
QUALIFICATIONS:

What you bring to the team:

You have -
3+ years in an analytical function, preferably in a media or advertising analytics role
BA/BS in Statistics, Economics, Finance, Marketing, and/or Business
Strong ability to derive insights from data.
Experience with database tools and direct SQL access
Experience with Adobe Site Catalyst/Omniture
Thorough understanding of data modeling and relational databases
High level of comfort using Excel, Powerpoint
High degree of initiative and ability to learn and very enthusiastic about data
Must have excellent verbal and written communication skills; ability to effectively communicate and present data and information
Ability to work quickly and accurately on multiple projects concurrently
Ability to build strong working relationships with cross-functional teams
You might also have -
Preferred advanced degrees: MBA, MIMS, CIS, MIS, Statistics or another quantitative field.
Experience working in the tech or media industry preferred
Experience in financial planning and budget modeling
Experience in editorial, SEO and social analytics a plus
Experience with BigQuery and Python a plus
EEO STATEMENT:

Equal Opportunity Employer Minorities/Women/Veterans/Disabled",3.5,"CBS Interactive
3.5","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix"
Business Intelligence Analyst,$90K-$125K (Glassdoor est.),"Minimum qualifications:
Bachelor’s degree in Engineering, Computer Science, Statistics, Economics, Mathematics, Finance or related quantitative field, or equivalent practical experience.
5 years of experience in consulting, business intelligence, analytics or an equivalent analyst position.
Experience with SQL.
Preferred qualifications:
Ability to creatively solve problems in a fast paced, rapidly changing environment
Ability to navigate ambiguity, drive solutions forward and bring stakeholders along.
Strong problem solving, analytical skills and capability of managing multiple projects and reporting simultaneously across different stakeholders.
Strong structured thinking and the ability to easily break down complex ambiguous problems and propose impactful data modeling designs.
About the job


The Business Strategy & Operations organization provides business critical insights using analytics, ensures cross functional alignment of goals and execution, and helps teams drive strategic partnerships and new initiatives forward. We stay focused on aligning the highest-level company priorities with effective day-to-day operations, and help evolve early stage ideas into future-growth initiatives.

The Google Customer Solutions (GCS) Insights team powers Google’s GCS Revenue organization. We deliver actionable business intelligence and insights at scale, through cross-functional analytical investigations that shape how we serve Google's small and mid-market clients.

As a Business Intelligence Analyst within the Sales Analytics and Solutions (SaS) Insights team, you will partner with our Sales stakeholders on their insights and business intelligence needs. You will use an analytical, data-driven approach to drive a deep understanding of our fast changing business, provide insights that will translate directly to accelerated business growth, and improve the ability of the overall GCS organization to operate at scale while simultaneously delighting its customers. Additionally, you will partner with Sales teams to identify the insights and intelligence they require to understand, manage, and grow their business and develop solutions to deliver their requirements at scale. In this ole, you will also provide analytical thought leadership to our leaders, delivering insights that enable them to make sound decisions about where to invest Product, Sales, and Marketing efforts, covering new advertiser acquisitions, existing account growth, and partner strategies for our small and mid-market client base.

When our millions of advertisers and publishers are happy, so are we! Our Google Customer Solutions (GCS) team of entrepreneurial, enthusiastic and client-focused members are the ""human face"" of Google, helping entrepreneurs both individually and broadly build their online presence and grow their businesses. We are dedicated to growing the unique needs of advertising companies. Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends. In collaboration, we create and implement business plans broadly for all types of businesses.
Responsibilities
Use an analytical, data-driven approach to drive a deep understanding of our fast changing business.
Build data pipelines and reports that enable analysts and other stakeholders across the organization.
Building data models to deliver insightful analytics while ensuring the highest standard in data integrity.

At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.4,"Google
4.4","Redwood City, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook"
Business Intelligence Analyst,$71K-$97K (Glassdoor est.),"Posted: Sep 30, 2019
Weekly Hours: 40
Role Number:
200106349
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish. It’s the diversity of our people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts.

The Platform and Services Reporting and Analysis team is looking for an experienced Business Intelligence Analyst who can ensure timely, relevant, and accurate data is regularly processed, analyzed, and made available to influencers and decision-makers to help drive continual improvements for iCloud customers worldwide.
Key Qualifications
Experience with analytical and data visualization tools (e.g. Tableau, Splunk, Excel, SAS, R)
Proven working knowledge of SQL and database design
3+ years experience working in a data-rich environment with data mining techniques and predictive analytics, preferably in businesses offering internet services
Strong quantitative and qualitative analytical skills
Excellent organizational skills
Extraordinary communication skills, verbal, written and presentation, to all levels of an organization.
Demonstrated ability to manage a high workload and multiple responsibilities within strict deadlines
Description
In this role you will develop, distribute, and maintain a suite of reports using a variety of reporting and analysis tools. Additional responsibilities include:
Extracting and aggregating data sets from various sources, including both databases and flat files
Identifying statistically significant patterns, correlations, and compiling questions raised by such analysis (i.e. what caused a particular spike or drop in Support contacts?)
Working with subject matter experts to pursue answers to questions raised by data analysis
Performing manual review of samples of case notes to validate reporting
Influencing requirements for improvements to reporting tools (bug fixes / enhancement requests), with a keen eye for eliminating manual data extraction and processing
Analyzing data sources, taxonomies, semantic conventions, and methodologies regularly to ensure data integrity from all relevant data sources
Assisting management with data/analysis needed for presentations to iCloud, AppleCare, and Marketing Executives
Education & Experience
Education & Experience
BA or BS degree in statistical analysis, computer science, or related field.
Scripting skills such as PERL, Python, Shell, JavaScript, or similar
Proven ability to analyze technical support data pertaining to complex cloud-computing services such as iCloud
An acute understanding of the iCloud Suite of Services, and Internet businesses in general",3.9,"Apple
3.9","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Business Intelligence Analyst,$61K-$83K (Glassdoor est.),"Description:
To develop and deliver codes for the work assigned in accordance with time| quality and cost standards.
To interact with the customer and internal teams to gather requirements for development purposes.
To provide client support by presenting data, information, ticket resolution and day to day support activities like monitoring client requirements
To provide support for enhancement (major and minor) or new developments based on business requirements as provided by the client as well as from the functional and technical team of HCL on the project.
To provide technical guidance to junior developers
Responsibilities:
Participate in agile development teams, including interacting with end users to come up with well performing and scalable solutions
Work with various business analysts across departments to document data needs within the data warehouse and of reports.
Work with the team to design data models, create data sets, scheduled extracts, and integrations within the data warehouse.
Expand the understanding, policies, and enforcement of data governance.
Develop high-quality ETL services after analyzing business needs and gathering requirements.
Monitor, troubleshoot and maintain ETL and other data integration jobs.
Respond to and resolve end user data and reporting issues.
Verify, validate, and document data sources, targets, reports, and visualizations for compliance and quality.
Assists in other duties as needed and directed.
Expectations:
Consistently follow the High Five service standards at all times
Follow all company and department policies and procedures
Help keep the workplace in safe condition, and work in a safe manner
Adhere to attendance policy and report to workstation at scheduled start time
Propose ideas or find ways to improve services, systems, and/or procedures
Experience and Knowledge Required:
8+ years in a Senior Business Intelligence Engineer role
Advanced understanding of data warehousing including star schema design
3+ years back-end experience with database admin and ETL development (Stored Procedures, T-SQL/SQL, SSIS)
3+ years front-end experience with reporting tools, especially Crystal Reports and SSRS
1+ years Tableau, MS Azure, and Agile scrum experience preferred
Experience in the hospitality or financial services industry preferred
Skills Required:
Ability to communicate effectively and positively with internal and external customers
Ability to analyze and develop business processes, workflows and modeling
Ability to work independently and ""own” area of responsibility
Strong analytical and technical abilities to troubleshoot issues (analyze logs, review application configuration/code)
Ability to manage multiple requests, activities and tasks simultaneously.
Ability to absorb & present complex ideas quickly & accurately",4.3,"Sumeru Solutions
4.3","San Jose, CA","Washington, DC",201 to 500 employees,2003,Nonprofit Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1
"Business Intelligence Analyst, People Operations",$81K-$113K (Glassdoor est.),"Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; San Francisco, CA, USA

Minimum qualifications:
Bachelor's degree or equivalent practical experience.
2 years of experience with SQL, Python or other data/scripting language.
Experience in a client-facing role managing multiple stakeholder relationships.
Preferred qualifications:
Experience in evaluating data accuracy and quality.
Ability to understand new datasets and data structures.
Ability to effectively communicate with users from across the organization to turn business needs into detailed specifications.
About the job


At Google, data drives all of our decision-making, and our HR organization is no exception. The People Analytics team acts as an internal innovation lab, using analytical approaches to make sure Google continues to be a great place to work. The team provides critical support to the business around issues of organizational health and is responsible for not just taking the pulse of our Googlers, but harnessing Googler feedback to drive change for the better. As an analyst you'll be detail-oriented and conscientious, analytical and curious. You're a strong problem-solver, who uses both quantitative and qualitative methods to get things done. And on top of it all, you're someone who wonders ""What if?"" and then seeks out the solution.

As a Business Intelligence Analyst, you'll be responsible for developing and maintaining the Google HR data warehouse, dashboards and reports used by thousands of internal users. This is done by leveraging data from Google’s HR applications. You will be responsible for ensuring that all needs have been captured, documented and signed-off on by appropriate parties. You will then translate those specifications into useful, accurate solutions in a timely manner.

Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants, and analysts, we're the advocates of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"". We bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next Googler, refining our core programs, developing talent, or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.
Responsibilities
Maintain internal reporting platforms, including troubleshooting, development and access security. Interact with internal users to establish and clarify requirements in order to develop report specifications. Write advanced SQL queries and Python code to develop solutions.
Provide data for ad-hoc requests, answer questions about the team’s dashboards and tables and lead training for users.
Work with Engineering partners to help shape and drive the development of Google’s BI infrastructure, including data warehousing, reporting and analytics platforms.
Contribute to the development of the BI team’s tools, skills, culture and impact.

At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.4,"Google
4.4","San Francisco, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook"
Business Intelligence Analyst,$69K-$95K (Glassdoor est.),"Yelp’s Business Intelligence and Data Integration team works with groups throughout Yelp and data from an array of diverse sources. The team creates business intelligence solutions that enable business leaders to make quicker, more informed decisions. We are looking for someone adept at engaging with business partners to understand needs and passionate about diving into data, unraveling the complexities, and designing business intelligence solutions.

You might be a great fit for this role if you are experienced working with multiple teams and various levels of management to understand business needs, elicit requirements, and collaborate on reporting and analytics projects and you have a background in data warehousing or data analysis with excellent SQL skills.
What You Will Do:
Build relationships with key business partners, lead requirement gathering sessions, analyze source data and systems, and provide feedback on detailed data analysis in to guide data-driven decision making.
Become a subject matter expert on Yelp data and share knowledge with Engineering, Product, and business teams to refine business understanding, and illumine areas of needed business improvement.
Plan and execute business intelligence/analytics projects by collaborating with business partners, data engineering, and data visualization teams.
Contribute to data strategy for data warehousing, reporting, dashboards, and self-service analytics.
Exercise advanced knowledge of SQL to extract critical information and business value from data spread across multiple databases and data formats.
Provide training and ongoing support to business users on business intelligence products.

We Are Looking For:

Bachelor’s degree in Information Systems, Computer Science, Business, Statistics, or a related field. Master’s a plus.
5 years of experience as a business systems analyst, data analyst/developer.
Experience documenting business and technical requirements and directly interacting with engineers on business intelligence projects.
Excellent collaboration, communication, negotiation, and presentation skills.
Working knowledge of statistics and KPIs (LTV, Churn, etc.).
Advanced SQL skills and experience writing complex queries.
Experience with data visualization tools (Tableau preferred).
At Yelp, we believe that diversity is an expression of all the unique characteristics that make us human: race, age, sexual orientation, gender identity, religion, disability, and education — and those are just a few. We recognize that diverse backgrounds and perspectives strengthen our teams and our product. The foundation of our diversity efforts are closely tied to our core values, which include “Playing Well With Others” and “Authenticity.”

We’re proud to be an equal opportunity employer and consider qualified applicants without regard to race, color, religion, sex, national origin, ancestry, age, genetic information, sexual orientation, gender identity, marital or family status, veteran status, medical condition or disability.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

We are committed to providing reasonable accommodations for individuals with disabilities in our job application process. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-recruiting@yelp.com or 415-969-8488.

Note: Yelp does not accept agency resumes. Please do not forward resumes to any recruiting alias or employee. Yelp is not responsible for any fees related to unsolicited resumes.",3.2,"Yelp
3.2","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2004,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD),Google
Business Intelligence Analyst,$69K-$95K (Glassdoor est.),"Mercer Advisors is a fee-only, independent RIA whose purpose is helping our clients achieve Economic Freedom. Established in 1985 as one of the nation’s first fee-only financial planning firms, we have a rich legacy of operating exclusively as a fiduciary. Unique to many RIAs we offer a full-suite of services all in house for our clients including investment management, financial planning, estate planning (in-house attorneys), tax planning and preparation (on staff CPAs) and trustee services. We are looking for talented, motivated people like you who can add to the growth of our business and culture.

Job Summary

The Business Intelligence Analyst is an integral part of the Strategy & Business Intelligence team, the group responsible for informing strategic action and efficient business processes across the company. Senior Leadership, Sales, Marketing, Operations, and Finance organizations rely on this group to report on the operational activity and performance of the organization – from the client account level up to aggregated business-level results. We are open to hiring this position to work out of our San Francisco or Denver office.

The Business Intelligence Analyst will be responsible for researching, collecting, analyzing and reporting operational and business data from multiple sources. This position provides administrative and analytical support as needed to drive day-to-day efficiencies and decisions.

Ability to work as a team as well as effectively manage his or her own projects and areas of responsibility are critical to success in this role. Ideal for an individual who is analytically minded, and fluid in manipulating and reporting on business and operational data, but who has an interest in participating in and gaining experience in the decisions that have real impact on business results.

While not essential, experience in Financial Services and/or Technology fields would be very useful.

Examples of activity areas of an analyst at this level would include:
Creating a new report in Salesforce to enable Sales leadership to understand the status of prospect opportunities
On-going management of a monthly process to report on asset flows in and out of the business
Understanding the data needs of a strategic project and pulling data from different sources and assembling into a spreadsheet used by the project team
Partnering with business team members to identify needs, define requirements and create a dashboard in Tableau to help individual Financial Advisors review their results – and then updating that dashboard on a weekly basis
Researching and understanding differences in data definitions and filters influencing the results reported by 2 different systems, and why the results are different
Creating, implementing and monitoring a process to ensure that a data field in Salesforce is maintained and accurate
Qualifications
Bachelor’s degree
Bachelor’s degree from an accredited institution strongly preferred (with preference to the fields of Business, Economics, Accounting, Finance, Sciences or Engineering)
Successful completion of analytic coursework such as economics, mathematics, or physical sciences
Minimum 2 years of operations experience
Excellent verbal, written, analytical and organizational skills
Ability to demonstrate flexibility and adaptability in an environment with rapidly changing business and technology needs
Proficiency with MS Word, Excel, PowerPoint and Outlook,VBA, MySQL
Self-motivated and proactive with the ability to work in a team
Working Conditions: Professional office environment. Working inside. Standing and sitting. Will be assigned to a workstation. No heavy lifting over 10 lbs.

We can offer you an exciting, fast-paced working environment, and the opportunity to play a vital role in our growth. Mercer Advisors is an equal opportunity employer offering a competitive salary and benefit package.

We not accepting unsolicited resumes from agencies and/or search firms for this job posting.",3.4,"Mercer Advisors
3.4","San Francisco, CA","Denver, CO",201 to 500 employees,1985,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
Business Intelligence Analyst,$53K-$71K (Glassdoor est.),"Ability to construct complex SQL statements to analyze data. In-depth understanding of standard business intelligence tool
Understanding of relational data models and entity relationship diagrams.
Familiar with report scheduling, batch reporting, data-level security, report-level security.
Familiar with Data Warehousing Concepts and Best Practices
Ability to analyze reports and interfaces, trace the metrics to data sources, and define the logic used to create the metrics
Experience designing and developing dashboards using Tableau Desktop for various organizational metrics and indicators using best practices and industry standards.
Experience in the maintenance and scheduling of Tableau Data Extracts using Tableau Server and the Tableau Command Utility
Detail oriented, uses sound judgment, and is proactive and self-motivated.
Ability to handle multiple tasks on a variety of assignments. Aware of the clients’ business plan and strategic objectives.
Requires a thorough, detailed and creative individual with strong analytical, conceptual, and problem solving abilities.

Desired Skills and Experience
Minimum Bachelor's degree in Computer Science. MS preferred.
Demonstrated ability to write SQL queries and use of MySQL database tables and connectivity. Hands on experience with database tuning and indexing for query performance.
Experience working with warehousing methodologies/designs and processes (ETL, Data Modeling)
Experience with other BI tools such as Pentaho, Tableau.
Apply",4.3,"Alliance IT
4.3","San Ramon, CA","Pleasanton, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
