Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of nership,Industry,Sector,Revenue,Competitors,hourly,Employer Provided Salary,min salary,max salary,avg salary,company name text,job city location,same_city,age,python y/n,tableau y/n,excel y/n,aws y/n,spark y/n,hadoop y/n,SQL y/n,BI y/n,job_simp,seniority,desc_len,num_comp
"NLP Software Engineer, C++",$116K-$175K (Glassdoor est.),"Role Number:
200055684
Apple's Language Intelligence team is bridging software, machine learning, and linguistics to power the world’s best software keyboards and text input systems. Our team is responsible for a wide range of text input technologies, including auto-correction, spellchecking, predictive typing, Chinese & Japanese input, tokenization, tagging and other solutions that are at the intersection of machine learning and NLP. Our diverse, multi-faceted team delivers intelligent and highly performant technologies using natural language text data and statistical modeling. We are seeking a talented software engineer to contribute to future versions of language-driven features on OS X, iOS, watchOS and tvOS. We are searching for a software developer with excellent fundamentals on data structures and algorithms and experience writing production quality C++ code, who is both passionate and innovative about incorporating natural language processing technologies into end-user features.
Key Qualifications
Strong object oriented C++ experience and design skills
Solid understanding of algorithms, data structures, coding standards
Experience writing high performance/memory efficient code
Experience with multithreaded programming
Experience developing reusable APIs and knowledge of entire software stack
Strong communications skills
Ability to work well as part of a team
Description
As a member of the team, you will work with a multi-faceted team of machine learning, NLP and software experts to design systems and architectures for handling natural language data. The position will involve all aspects of the use of natural language processing in software, including design, implementation, algorithms, correctness, user experience, and performance. You will be a key member of our team that delivers the natural language intelligence behind keyboard input on the world’s most advanced mobile operating system. You will gain exposure to state-of-the-art technologies in machine learning and NLP, and your work will have a direct impact on millions of Apple’s customers.
Education & Experience
Master's Degree or higher in Computer Science or related discipline
Additional Requirements
- 5+ years experience in software development
- Software architecture design experience
- Familiarity with entire software stack and ability to rapidly create prototypes
- Programming experience with scripting languages such as Python, Ruby
- Machine Learning or NLP knowledge is a plus but not required
- Familiarity with Unix or Linux",3.9,"Apple
3.9","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,0,116,175,145.5,Apple,Santa Clara,0,45,1,0,1,0,0,0,0,1,na,na,2541,4
Sr. Data Scientist/ NLP Researcher,$144K-$193K (Glassdoor est.),"Senior Data Scientist, Machine Learning

The JLL Digital Products team aims to bring successful technology-based products to market in a high-growth environment. The team’s mission is focused on accelerating technology adoption in commercial real estate by bringing creative, innovative and technical solutions to solve large, complex problems for our clients.

What this job involves:

The Sr. Data Scientist is a member of the Digital Products team, responsible for leading the projects by selecting appropriate machine learning and data science technologies to solve business problems, with the focus on Digital Markets.

This position requires interaction with different stakeholders and you will be working in a fast-paced environment. You will have full ownership of the problems you will work on.

As a Senior Data Scientist, you will be responsible for:
Converting the business problem into a data science problem
Selecting the most appropriate ML technologies to solve the business problems of interest to JLL
Staying on top of the state of the art in ML and DS techniques
Interacting with business owners at JLL to identify the problems of greatest value to JLL
Productizing the DS research as appropriate
Participating in Industry and Academic conferences and workshops to stay on top of the latest enhancements in the field
Sound like you? Before you apply it’s worth knowing what we are looking for:
3-5 years with hands-on industry experience designing and implementing ML algorithms
Strong in CS fundamentals of algorithms and data structures
Strong data bent, preferably with a background in Statistics
Experience with NLP is REQUIRED.
Hands-on, with strong programming skills
Team player, with very good communication skills
MS in CS/EE/Applied Sciences/Statistics required, PhD preferred.
What you can expect from us:

We’re an entrepreneurial, inclusive culture. We succeed together—across the desk and around the globe. We believe the best inspire the best, so we invest in supporting each other, learning together and celebrating our success.

Our Total Rewards program reflects our commitment to helping you achieve your ambitions in career, recognition, well-being, benefits and pay. We’ll offer you a competitive salary and benefits package.

With us, you’ll develop your strengths and enjoy a career full of varied experiences. We can’t wait to see where your ambitions take you at JLL.

Apply today!

#LI

JLL Privacy Notice

Jones Lang LaSalle (JLL), together with its subsidiaries and affiliates, is a leading global provider of real estate and investment management services. We take our responsibility to protect the personal information provided to us seriously. Generally the personal information we collect from you are for the purposes of processing in connection with JLL’s recruitment process. We endeavour to keep your personal information secure with appropriate level of security and keep for as long as we need it for legitimate business or legal reasons. We will then delete it safely and securely.

For more information about how JLL processes your personal data, please view our Candidate Privacy Statement.

For additional details please see our career site pages for each country.

For employees in the United States, please see a fully copy of our Equal Employment Opportunity and Affirmative Action policy here.

Jones Lang LaSalle (“JLL”) is an Equal Opportunity Employer and is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process – including the online application and/or overall selection process – you may email us at Accommodation.Reques@am.jl..com. This email is only to request an accommodation. Please direct any other general recruiting inquiries to our Contact Us page > I want to work for JLL.",3.7,"JLL
3.7","Menlo Park, CA","Chicago, IL",10000+ employees,-1,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),"CBRE, Cushman & Wakefield",0,0,144,193,168.5,JLL,Menlo Park,0,-1,0,0,0,0,0,0,0,1,data scientist,senior,3901,4
Staff Systems Engineer (Data Scientist NLP),$178K-$239K (Glassdoor est.),"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology.


General Overview

About Cadence Design Systems: Cadence is the only company that provides the expertise and tools, IP, and hardware required for the entire electronics design chain, from chip design to chip packaging to boards and to systems. We enable electronic systems and semiconductor companies to create innovative products that transform the way people live, work, and play. Our products are used in mobile, consumer, cloud datacenter, automotive, aerospace, IoT, industrial and other market segments.

About the IT organization: Our core priorities of innovation, security, operational excellence, and shareholder value are woven throughout all of our projects, work, and goals. These priorities lay the foundation for our success and lie at the heart of our mission – to ensure that you are more successful at Cadence than you could be at any other company.

Job Description Summary: We are looking for a talented and driven individual to accelerate our efforts and be a major part of our data-centric culture. This person will work focus on data analysis and natural language processing and resolve the data-analytics problems that offer the greatest opportunities to the organization.

Title: Staff Systems Engineer (Data Scientist NLP)

Location: San Jose, CA

Must haves:
Experience with Natural language processing: text labeling and parsing, text understanding, question answering and chatbot dialogue systems, entity extraction and reasoning, etc.
Experience with data mining, information extraction and knowledge/pattern discovery from complex and unstructured data
Familiar with at least one of deep learning frameworks: Tensorflow, Pytorch, Caffe, Mxnet with experience of seq2seq, RNN, word2vec etc
3+ years relevant industry or relevant academia experience in Analytics/Data Science working with large amounts of data
Strong coding experience using Python, Node.js
Responsibilities:
Analyze large-scale structured and unstructured data; develop deep-dive analysis and machine learning models to drive business value
Enhance existing chatbot by developing conversational flows
Train the AI Bot to “think” like a human
Maintain and enhance chatbot platform to support multiple Bot implementations on the same
Design and develop core business metrics, create insightful automated dashboards and data visualization to track them and extract useful business insights
Build, prototype and validate scalable tools/applications end to end for converting data to insights
Determine the correct data sets and variables and collect data from multiple sources
Clean and validate the data to ensure accuracy, completeness, and uniformity
Analyze the data to identify patterns and trends
Interpret the data to discover solutions and opportunities
Communicate findings to stakeholders using visualization and other means
Requirements:
Experience of development of a conversational chatbot capable of resolving customer issues in a high scale production environments, producing seamless and high-quality interactions.
Expert in some of the key AI/Chatbot platforms, such as Microsoft Bot Framework and Azur Cognitive Services, Amazon Lex, Wit.ai, DialogFlow/Api.ai, etc.
Experience of designing and deployment a scalable machine learning feedback pipeline to facilitate continuous learning.
Experience with Natural language processing: text labeling and parsing, text understanding, question answering and chatbot dialogue systems, entity extraction and reasoning, etc.
Familiar with at least one of deep learning frameworks: Tensorflow, Pytorch, Caffe, Mxnet with experience of seq2seq, RNN, word2vec etc
Familiarity with relational database or NoSQL technologies, queries, and schema design
Ability to execute, starting from problem definition, to a working implementation
Strong coding experience using Python, R
Passion for data discovery and pattern identification using supervised/unsupervised learning
Knowledgeable about the nuts and bolts of search engines, analytics and other data systems
Desired Skills and Experience:
7+ years of application development and implementation experience
Experience with data visualization tools (eg. Tableau, BI dashboarding, R visualization packages, etc.)
Being self-motivated, creative and collaborative
Experience with cloud infrastructures is preferred
Experience on voiced based processing (text to speech, speech to text) is preferred
Hold a MS/PhD degree in a quantitative discipline: computer science, applied mathematics, statistics, operations research, or equivalent
We’re doing work that matters. Help us solve what others can’t.",4.1,"Cadence Design Systems
4.1","San Jose, CA","San Jose, CA",5001 to 10000 employees,1988,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Mentor Graphics, Synopsys",0,0,178,239,208.5,Cadence Design Systems,San Jose,1,33,1,1,1,0,0,0,1,1,data scientist,na,4702,3
Computer Vision Scientist / Engineer,$119K-$180K (Glassdoor est.),"</strong>
Imagine what you could do here. At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Combining groundbreaking machine learning and computer vision techniques with next-generation hardware, our teams take user experiences to the next level.

We are looking for computer vision research scientists and engineers to join our teams in Cupertino, Seattle, Portland, Pittsburgh, Munich, Zurich, Linkôping, and Stockholm.
<b>
Key Qualifications
Expertise in at least one area of computer vision, machine learning, and computer graphics (e.g., deep convolutional neural networks, object detection, tracking, segmentation, AR/VR, image and video processing, 3D geometry, SLAM, multi-view geometry, simulation, graphics rendering)
Strong experience in building early stage products
A passion for creating innovative techniques, and making them robust and scalable
Ability to distill vague product experiences into concrete problem definitions
Skilled in explaining and presenting analyses and computer vision and machine learning concepts to a broad technical audience
Solid programming skills with Python and/or C/C++
Creative, collaborative, and innovation focused
<b>
Description
As a member of a computer vision team at Apple, you will use your deep understanding of computer vision, machine learning, and artificial intelligence to tackle meaningful technical problems, collaborate with the most innovative product development teams in the world, and transfer your ideas into solutions in the next generation of Apple products. You will perform fundamental research by defining, designing, implementing and evaluating algorithms involving unrivaled data and objectives. You will also actively engage with the academic community by collaborating with universities, publishing and presenting your work, and attending conferences.
<b>
Education & Experience
PhD or Masters in Computer Vision, Computer Science, or related field, with significant experience in state-of-the-art computer vision, machine learning and pattern recognition fields.
<b>
Additional Requirements",3.9,"Apple
3.9","Cupertino, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,0,119,180,149.5,Apple,Cupertino,1,45,1,0,0,0,0,0,0,1,na,na,2129,4
Computer Vision Scientist/Engineer-Perception,$74K-$128K (Glassdoor est.),"Baidu USA, located in Silicon Valley, is looking for world-class engineers to join its IDG team a.k.a Intelligent Driving Group. The IDG team is aiming to develop advanced autonomous driving technologies which will let us transform mobility and improve the lives of billions of people. We are looking for a scientist/engineer with the strong computer vision and machine learning background to build one of the advanced autonomous driving systems in the world. He or she will be pushing the autonomous driving system from prototype towards volume production.

Here's what you will do:
Work with world-class talented group of software engineers and scientists to design and implement cutting edge autonomous driving technologies.
Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection.
Enjoy access to large scale autonomous driving proprietary data, run experiments, learn, iterate, and ship
Here's what we'd like to see in you:
Strong academic or industry background on computer vision including image processing, deep network, SLAM, and detection/tracking
Strong understanding of machine learning: you should be familiar with the process (data collection, training, evaluation, and making iterative improvements) of building effective learning systems.
Strong ability to write to write high quality code in C++.
Experience with at least one main stream deep learning frameworks, including TensorFlow, Caffe(2), MXNet, PyTorch.
Experience with GPU programming languages including CUDA or openCL.
Strong engineering practices, debugging/profiling skills, familiarity with multi-threaded programming.
Experience in autonomous driving is a strong plus.
MS or PhD degree in Computer Science, similar technical field of study or equivalent practical experience.
Culture fit:
Mission alignment: If you want to be part of Baidu IDG to accomplish our audacious mission, we will provide you with the best possible platform to do that.
Self­-directed: We work best with people that are driven, motivated, and aspire to greatness. Are you the sort of person that, if you had time on your hands, will independently find interesting ways to push the envelope?
Hungry to learn: We are eager to see you learn new skills and grow. But learning is hard work and this is something we hope you want to do.
Team orientation: We work in small, fast­-moving teams. We don't believe in lone wolves. We watch out for each other and go after big goals together as a team.",4.2,"Baidu USA
4.2","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2000,Company - Public,Internet,Information Technology,$50 to $100 million (USD),-1,0,0,74,128,101.0,Baidu USA,Sunnyvale,1,21,0,0,0,0,0,0,0,1,na,na,2534,1
Computer Vision Engineer,$108K-$165K (Glassdoor est.),"About the Position:


Airbnbs Emerging Technology R&D team explores new technologies to spark innovation within the company, focusing on a 1224 month time horizon. With a focus on computer vision, spatial computing, and augmented reality, we are focused on leveraging new technologies and Airbnbs focus on high-quality imagery to create new internal and external tools and products.

Were looking for a talented Computer Vision Engineer/Researcher to join our growing team. In this role, youll have the opportunity to work on challenging problems, including:
Harnessing our database of 500M+ images to train new models
Developing foundational CV solutions to serve a variety of product teams
Building high quality labeled data sets
Developing solutions for understanding home interiors using 2D and 3D visual data
Implementing cutting edge machine learning techniques in image classification, object detection, semantic segmentation, etc.
Helping to drive the vision for CV at Airbnb
Qualifications:


Advanced degree in a quantitative field
4+ years experience developing machine learning models at scale from inception to business impact
Thorough understanding of modern deep learning methods
Hands-on experience in at least one of the following areas: object detection, semantic segmentation, image similarity, image quality assessment, optimization for mobile, visual question answering, video understanding
Hands-on experience with a mainstream deep learning framework: Tensorflow, Keras, PyTorch, etc.
Strong programming skills in Python
** Bonus points for experience with 3D CV: SLAM, SfM, monocular depth estimation, 3D scene understanding (object detection, semantic segmentation), etc.

Benefits:
Stock
$2000 yearly employee travel coupon
Competitive salaries
Paid time off
Medical, dental, & vision insurance
Life & disability coverage
401K
Flexible Spending Accounts
Apple equipment
Daily breakfast, lunch, and dinner
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status",3.8,"Airbnb
3.8","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2008,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,"Vrbo, Booking.com",0,0,108,165,136.5,Airbnb,San Francisco,1,13,1,0,0,0,1,0,0,1,na,na,2168,2
Computer Vision Research Scientist,$124K-$174K (Glassdoor est.),"Baidu Research General AI team (GAIT) is looking for an outstanding research scientist/sr. research scientist with strong background in computer vision, machine learning, deep learning. Our mission is to research and develop next generation artificial intelligence (AI) technologies for image and video understanding as well as related products in cloud, intelligent cameras and robots. As a research scientist at Baidu, you will be uniquely positioned in our team to work on different industry problems and to push forward frontiers of AI technologies. Publications in premier conferences or journals are also highly encouraged.

Qualifications:
PhD (or master with at least 5 years' working experience) in Computer Science, EE, Applied Mathematics, or related fields.
Strong publication record in premier AI-related venues such as CVPR, ICCV, ECCV, NIPS, PAMI, TIP or other related major conferences or journals.
Strong analytical and problem-solving skills.
Team player with good communication skills.
Strong coding skill with Python, CUDA, C/C++ and so on.
Preferred knowledge/skills:
Experience in neural architecture search
Experience in neural model compression
Experience in human pose understanding and so on",4.2,"Baidu USA
4.2","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2000,Company - Public,Internet,Information Technology,$50 to $100 million (USD),-1,0,0,124,174,149.0,Baidu USA,Sunnyvale,1,21,1,0,0,0,0,0,0,0,na,na,1217,1
"Applied Research Scientist, Computer Vision",$138K-$194K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.We are seeking world-class computer vision experts to join our teams in developing next generation products and platforms doing research and engineering at scale. We're applying cutting-edge computer vision algorithms to a wide range of media understanding challenges at Facebook.

Responsibilities:
Develop novel and accurate computer vision algorithms and systems, leveraging deep learning and machine learning on big data resources.
Analyze and improve efficiency, scalability, and stability of various deployed systems.
Collaborate with team members from the level of prototyping to the level of production.
Mininum Qualifications:
5+ years of experience in building, leading and specializing in large-scale commercial computer vision projects from the level of researching a prototype to the level of production.
C/C++ rapid programming on Linux OS.
Experienced with training deep neural networks, prototyping in scripting languages like MATLAB, python, math performance libs (e.g. IPP, MKL), CPU optimization methods (e.g. assembly SIMD instructions)
PhD/MS with relevant experience in Computer Science with published projects in the fields of machine learning, deep learning and/or computer vision.
Preferred Qualifications:
Experience with developing on mobile/embedded platforms, e.g. Android NDK, armv7 NEON",4.4,"Facebook
4.4","Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,0,138,194,166.0,Facebook,Menlo Park,1,17,1,0,0,0,0,0,0,1,na,na,2024,3
"Software Engineer, Computer Vision",$113K-$186K (Glassdoor est.),"Niantic's Engineering Team is seeking a Software Engineer to make the next stage of augmented reality experiences for large-scale mobile gaming a reality. Niantic Engineering leads the advancement of AR and other immersive technologies while building engaging apps for a user base in the billions.

Responsibilities
You will productionize computer vision research for use in Niantic's consumer client-server games and applications.
You will discover ways to harden and robustify computer vision algorithms at intersection of research and engineering.
You will build computer vision products into Niantic's augmented reality platform from the bleeding edge of research innovations.
Qualifications
You have a MS or PhD in computer science or a related field, with focus on computer vision, robotics or deep learning.
You have practical experience developing algorithms and systems that bring to bear computer vision for augmented/mixed reality.
You have SLAM experience.
You have extensive experience in C++ and OpenCV or other computer vision libraries.
You have experience with any type of parallel programming (GPU/VPU, multi-core or distributed systems).
Plus If
You have working knowledge of computer vision geometry for 3D pose estimation and tracking.
You have experience building production computer vision or deep learning systems.
You have experience with a deep learning framework (Tensorflow, Caffe, PyTorch).
You have publications in a top tier conference such as CVPR, ICCV, ECCV, NIPS, ICLR, ICML.
Join the Niantic team!


Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity and Affirmative Action employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, London, Tokyo, Hamburg, and Zurich.",4.6,"Niantic
4.6","Sunnyvale, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0,0,113,186,149.5,Niantic,Sunnyvale,0,10,0,0,0,0,1,0,0,1,na,na,2747,1
Computer Vision Engineer,$97K-$149K (Glassdoor est.),"RetailNext is the worldwide market leader and expert in brick-and-mortar retail analytics. We track more than a billion shopping trips per year by collecting data from nearly 100,000 sensors in retail stores and analyze trillions of data points annually. Headquartered in San Jose, CA, RetailNext is a growing global brand operating in more than 70 countries. Cutting-edge Computer Vision is at the core of the RetailNext's suite of proprietary technologies.

Our R&D team works on problems ranging from image registration, mosaicking, and 3D reconstruction to multiple object tracking and facial analysis. We recently branched out from our roots as a software company by designing and building our own cloud-managed stereo sensor, Aurora, that features onboard shopper detection and tracking analytics using video, in addition to WiFi and Bluetooth-based analytics and on-board HD video recording.

The need to understand shopper behavior drives us to research and develop theoretically and computationally/practically efficient algorithms for video analytics, and we're looking for engineers excited by such problems. This engineer will have a strong understanding of multi-view geometry, an inventive eye for developing new techniques for our unique challenges and a desire to efficiently scale computer vision into large installations around the world.

The position requires a Master's Degree in Computer Science, Computer Vision, or Machine Learning. Strong programming skills in C/C++ and rapid prototyping experience in Python or MATLAB is required.

Responsibilities
Design, implement, validate, and release applications and capabilities in C++ and Python
Develop robust software for integrating multiple sensors and tracking systems
The candidate will lead the development of new algorithms, and work on improving the performance and efficiency of current algorithms
Qualifications
Master's Degree in Computer Science or a closely related field, or equivalent experience
Experience with Computer Vision, Multi-view Geometry, 3D Vision, SLAM, or Structure from motion
C/C++ experience, and excellent software engineering skills
Experience and/or education with linear algebra
Experience hands-on implementation and product development experience for real-time sensing problems
Experience developing for performance at both the algorithm and code levels
Knowledge of multi-view camera systems, 3D reconstruction, bundle adjustment, intrinsic and extrinsic calibration methods, SfM using low-level image features, e.g., SIFT",3.7,"RetailNext
3.7","San Jose, CA","San Jose, CA",51 to 200 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,0,0,97,149,123.0,RetailNext,San Jose,1,14,1,0,1,0,0,0,0,1,na,na,2531,1
Computer Vision Engineer,$68K-$110K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.We are looking for an experienced Computer Vision Software Engineer to join our Physical Modeling team. We are an interdisciplinary team addressing a variety of challenges at the intersection of the Physical Sciences and Computer Science. Our projects are highly cross-functional and we work closely with various internal partner teams.

Responsibilities:

Develop novel and accurate computer vision algorithms and systems related to physical world models, leveraging computer vision techniques and machine learning on big data resources.
Collaborate with interdisciplinary team members from the level of prototyping to the level of production.
Foster a positive, creative and collaborative environment, encouraging openness to support and try out new and unconventional ideas.
Conceive proof-of-concept prototypes that establish overall system performance.
Analyze and improve efficiency, scalability, and stability of various systems.
Mininum Qualifications:

PhD in Computer Science, Computer Vision, Machine Learning, Robotics or related technical field
3+ years of experience in building, leading and specializing in commercial computer vision projects from the level of researching a prototype to the level of production
Experience in C/C++ and Python
Experience with computer vision tasks such as classification, semantic segmentation, object detection, etc.
Experience with one or more deep learning frameworks such as PyTorch, TensorFlow, Caffe2
Software engineering experience with knowledge of the software lifecycle that includes: testing, version control and shipping high quality code
Experience in SfM, SLAM or 3D reconstruction
Experience communicating projects to both technical and non-technical audiences
Experience working on cross-functional teams and matrix organizations
Preferred Qualifications:

Broad experience beyond computer vision and software engineering. For example: physical sciences, life sciences or electrical engineering
Experience with noisy measurement data and error analysis",4.4,"Facebook
4.4","Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,0,68,110,89.0,Facebook,Menlo Park,1,17,1,0,0,0,0,0,0,1,na,na,2723,3
Computer Vision Engineer,$99K-$152K (Glassdoor est.),"Presto is currently in the process of revolutionizing an antiquated industry - streamlining, optimizing, and overall improving the customer experience at restaurants around the globe. Our industry leading front-of-house restaurant solutions integrate seamlessly with existing technology at site to increase KPIs and drive growth. We’re expanding quickly and constantly adding new functionality, incorporating cutting edge technology that completely changes the dining standard. We’re looking for a Computer Vision Engineer who’s eager to dive in and assist us in defining the new restaurant visit expectation.
The perfect candidate should be able to demonstrate the following:
Suggest proper model stack for a given use case
Design, train, and implement complex deep learning models
Improve and optimize to promote efficiency on continuous running, offline devices
Develop with scalability to process multiple input streams asynchronously
Communicate effectively between teams to gather and implement project requirements
Participate in all phases of software development life cycle and work closely with product design
Here are some technical skills you should have:
Strong understanding of machine learning, algorithms, and matrix manipulation
Proficiency with opencv, skipy, numpy, Tensorflow, and other data science tools
Experience interfacing with optical devices
Efficient and effective communication
Excellent team player, good work ethic and attitude
Ability to quickly learn and implement new frameworks and libraries",3.6,"Presto
3.6","Redwood City, CA","Redwood City, CA",1 to 50 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,99,152,125.5,Presto,Redwood City,1,13,0,0,1,0,0,0,0,1,na,na,1527,1
Computer Vision Research Scientist Bay,$86K-$121K (Glassdoor est.),"Are you a computer vision enthusiast who wants to develop cutting-edge algorithms and see them actually work and be used? Do you want to make a positive impact on the lives of billions of people? Alibaba invites you to join our brand-new AMAP research team, tasked for exploring and developing technologies to create a new future for mapping and navigation, examples including large-scale traffic estimation and simulation, real-time video analysis, localization, high-definition maps and assisted driving, as well as AR navigation and infotainment. If you are an independent problem solver, have a strong drive to excel, with enormous passion in internet industry, and are looking for opportunities to make a big impact, this is the right place for you. We have offices in Beijing, Hangzhou, Seattle and Bay Area. All levels of experience and all subareas of expertise are welcome.

SDL2017",3.9,"Alibaba Group
3.9","San Francisco, CA","Hangzhou, China",1001 to 5000 employees,-1,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,86,121,103.5,Alibaba Group,San Francisco,0,-1,0,0,1,0,0,0,0,1,na,na,891,1
"Engineering Manager, Computer Vision",$114K-$150K (Glassdoor est.),"We believe there is strength in diversity, and we're fostering an inclusive culture that reflects that by hiring qualified, talented people from a wide variety of backgrounds.

HOVER uses patented technology making it possible for anyone with a smartphone camera to create an interactive 3D model, complete with detailed measurements and powerful design features. The data produced is extremely valuable as it generates a single source of truth for the physical world allowing for more veracity throughout the home improvement and insurance processes. We've found an incredibly strong product-market fit across exterior home improvement, insurance, and financial services. What's the secret sauce? Computer vision and an exceptional culture.

With our team of investors, including Google Ventures and Menlo Ventures, HOVER is committed to continuing our success and facilitating growth. We believe there is strength in diversity so we hire skilled and passionate people from a wide variety of backgrounds.

Computer Vision is at the core of our technology and our future. We're looking for engineers with deep technical experience (theoretical and applied) in computer vision to expand the core components of our 3D data platform. You'll help grow and lead a best-in-class applied research team and partner with product and engineering to build powerful computer vision based solutions. You will help lead the architectural design, research directions, and production deployment of solutions your team creates while fostering a culture of collaboration and innovation.

What You'll Do:
Provide mentorship, coach, and help grow a team of capable engineers
Provide architectural leadership while developing computer vision solutions in the areas of 3D reconstruction and Machine Learning
Drive rapid technical prototyping
Bridge the gap between prototype and production-ready software.
Provide technical leadership and guidance to your team members and the broader organization.
Work directly with our leadership team to hone our technical strategy and priorities, as well as implications to HOVER's corporate strategy.
This role is very much rooted in developing practical applications that can have immediate value to the business. You'll work alongside our team of designers, frontend, backend, graphics, and devops engineers to bring your creations to life. This means that you must not only be able to stay at the forefront of your discipline, but you must also excel at communication and collaboration.

As a leader in our Computer Vision and Machine Learning group, you should be comfortable with a high degree of uncertainty, and be able to find the intersection between academic research and commercially available solutions.

What we are looking for:
A highly motivated leader who thrives at the junction of business, product, technology, and team challenges
2+ years experience leading teams that build and deploy computer vision or machine learning solutions
7+ years hands-on experience in one or more of the following areas: 3D reconstruction, machine learning, camera pose estimation, multi-view geometry, linear algebra, optimization
Ability to handle multiple competing priorities in a fast-moving environment
Exceptional communication skills, both written and verbal
Degree in computer science or a related technical field
Nice to have:
Fluency in C/C++ or similar languages
Master's or PhD in computer science with a focus on computer vision or machine learning, or equivalent experience
Benefits
Compensation - Competitive salary and meaningful equity in fast-growing company
Healthcare - Comprehensive medical, dental, and vision coverage for you and dependants
Paid Time Off - Unlimited and flexible vacation policy
Learning - We encourage continued education and will help cover the cost of conferences, workshops, or certifications
Transportation - Pre-tax commuter benefits and free parking",5.0,"HOVER
5.0","San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,114,150,132.0,HOVER,San Francisco,1,10,0,0,1,0,0,0,0,1,manager,na,3913,1
